Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
2527,SPOKANE,ST,,SPOKANE STREET,633A7,PUBLIC STREET NAMES
6291,GOLDEN GATE,AVE,,GOLDEN GATE AVENUE,594C5,PUBLIC STREET NAMES
2601,SILVERWOOD,DR,,SILVERWOOD DRIVE,565B7,PUBLIC STREET NAMES
9711,PUERTA DEL SOL,,,PUERTA DEL SOL,823G7,UNOFFICIAL PRIVATE STREET NAMES
2347,SUNSET PLAZA,PL,,SUNSET PLAZA PLACE,592J4,PUBLIC STREET NAMES
8440,BUCKLER,AVE,,BUCKLER AVENUE,673C6,PUBLIC STREET NAMES
5464,KETCH,CT,,KETCH COURT,701J1,PUBLIC STREET NAMES
3513,PLAZA DEL AMO,,,PLAZA DEL AMO,794A1,PUBLIC STREET NAMES
6330,GLEN OAK,,,GLEN OAK,593F2,PUBLIC STREET NAMES
9699,NORTH CAYOTE CANYON,ROAD,,NORTH CAYOTE CANYON ROAD,563D5,UNOFFICIAL PRIVATE STREET NAMES
6664,FIJI,WAY,,FIJI WAY,672B7,PUBLIC STREET NAMES
3846,ORILLA,AVE,,ORILLA AVENUE,564G6,PUBLIC STREET NAMES
9614,MARILYN,LANE,,MARILYN LANE,561G4,PRIVATE STREET NAMES
6285,GOLETA,ST,,GOLETA STREET,482H7,PUBLIC STREET NAMES
1119,27TH,ST,,27TH STREET,674G2,PUBLIC STREET NAMES
1368,WYNNE,AVE,,WYNNE AVENUE,530J2,PUBLIC STREET NAMES
6799,ETIWANDA,AVE,,ETIWANDA AVENUE,500J1,PUBLIC STREET NAMES
6238,GRANADA,CIR,,GRANADA CIRCLE,480H7,PUBLIC STREET NAMES
2921,SALTAIR,TER,,SALTAIR TERRACE,631G4,PUBLIC STREET NAMES
3931,OCEAN,CT,,OCEAN COURT,671H6,PUBLIC STREET NAMES
590,FRIES,AVE,,FRIES AVENUE,824E2,PRIVATE STREET NAMES
10658,LAUREN,LANE,,LAUREN LANE,592G4,PUBLIC STREET NAMES
7594,CROYDON,AVE,,CROYDON AVENUE,702H2,PUBLIC STREET NAMES
5182,LAURELGROVE,AVE,,LAURELGROVE AVENUE,562F3,PUBLIC STREET NAMES
7556,CUTTER,ST,,CUTTER STREET,564B4,PUBLIC STREET NAMES
2839,SANTA SUSANNA,PL,,SANTA SUSANNA PLACE,500A7,PUBLIC STREET NAMES
5943,HERMOSA,AVE,,HERMOSA AVENUE,565A5,PUBLIC STREET NAMES
3003,ROYALTON,PL,,ROYALTON PLACE,592F3,PUBLIC STREET NAMES
208,STRADA VECCHIA,ROAD,,STRADA VECCHIA ROAD,592A6,PRIVATE STREET NAMES
10208,JULIANNA,PL,,JULIANNA PLACE,560A2,PUBLIC STREET NAMES
9057,AYR,ST,,AYR STREET,594E4,PUBLIC STREET NAMES
10329,PROMENADE MALL,DRWY,,PROMENADE MALL DRIVEWAY,530A7,PRIVATE ROADWAY NAMES
9524,ACADEMIA,DR,,ACADEMIA DRIVE,561E6,PUBLIC STREET NAMES
8956,BARRINGTON,PL,,BARRINGTON PLACE,631G2,PUBLIC STREET NAMES
10919,PINE ORCHARD,ST,,PINE ORCHARD STREET,502E5,PRIVATE ROADWAY NAMES
7532,DALTON,AVE,,DALTON AVENUE,763J2,PUBLIC STREET NAMES
8475,BROOKS,AVE,,BROOKS AVENUE,671J4,PUBLIC STREET NAMES
9529,ABINGTON,DR,,ABINGTON DRIVE,592C1,PUBLIC STREET NAMES
7978,CHEROKEE,AVE,,CHEROKEE AVENUE,593E4,PUBLIC STREET NAMES
474,LEEDS,AVE,,LEEDS AVENUE,794H5,PRIVATE STREET NAMES
8025,CHARL,PL,,CHARL PLACE,592H2,PUBLIC STREET NAMES
1888,VERAGUA,DR,,VERAGUA DRIVE,702C2,PUBLIC STREET NAMES
8610,BOVEY,AVE,,BOVEY AVENUE,530F4,PUBLIC STREET NAMES
5875,HILL OAK,DR,,HILL OAK DRIVE,593G2,PUBLIC STREET NAMES
716,CATSKILL,ROAD,,CATSKILL ROAD,503C4,PRIVATE STREET NAMES
6539,FRESNO,ST,,FRESNO STREET,635C5,PUBLIC STREET NAMES
4308,MONETTE,PL,,MONETTE PLACE,633H4,PUBLIC STREET NAMES
6641,FITZGERALD,ST,,FITZGERALD STREET,529E3,PUBLIC STREET NAMES
4974,LOCKETT,LANE,,LOCKETT LANE,NA,PUBLIC STREET NAMES
7404,DEL RIO,AVE,,DEL RIO AVENUE,594J5,PUBLIC STREET NAMES
9596,SEDGEWICK,CT,,SEDGEWICK COURT,529D4,PUBLIC STREET NAMES
7442,DELAY,DR,,DELAY DRIVE,594F2,PUBLIC STREET NAMES
1453,WISNER,AVE,,WISNER AVENUE,501H4,PUBLIC STREET NAMES
9439,ALDAMA,TER,,ALDAMA TERRACE,595B2,PUBLIC STREET NAMES
6086,HAMPTON,CT,,HAMPTON COURT,480J7,PUBLIC STREET NAMES
9689,LE CONTE,PL,,LE CONTE PLACE,632A2,UNOFFICIAL PRIVATE STREET NAMES
2153,TOLUCA,ROAD,,TOLUCA ROAD,563B5,PUBLIC STREET NAMES
4598,MASSELIN,AVE,,MASSELIN AVENUE,633C5,PUBLIC STREET NAMES
6971,ELGIN,ST,,ELGIN STREET,595E1,PUBLIC STREET NAMES
4612,MARY,AVE,,MARY AVENUE,704F3,PUBLIC STREET NAMES
5815,HOLLYRIDGE,LOOP,,HOLLYRIDGE LOOP,593G3,PUBLIC STREET NAMES
8420,BURGUNDY,ROAD,,BURGUNDY ROAD,559H4,PUBLIC STREET NAMES
8409,BURNSIDE,AVE,,BURNSIDE AVENUE,633C2,PUBLIC STREET NAMES
1380,WRIGHTVIEW,DR,,WRIGHTVIEW DRIVE,562J7,PUBLIC STREET NAMES
4204,MOUNTAIR,AVE,,MOUNTAIR AVENUE,503J2,PUBLIC STREET NAMES
2813,SAUSALITO,AVE,,SAUSALITO AVENUE,529J2,PUBLIC STREET NAMES
3034,ROUND,DR,,ROUND DRIVE,595F7,PUBLIC STREET NAMES
6602,FLOYE,DR,,FLOYE DRIVE,563B7,PUBLIC STREET NAMES
1474,WINFIELD,ST,,WINFIELD STREET,532D1,PUBLIC STREET NAMES
8602,BOWMORE,AVE,,BOWMORE AVENUE,480G6,PUBLIC STREET NAMES
8117,CATHEDRAL,PL,,CATHEDRAL PLACE,561A5,PUBLIC STREET NAMES
5566,JOLETTE,AVE,,JOLETTE AVENUE,481B4,PUBLIC STREET NAMES
8512,BROAD,AVE,,BROAD AVENUE,794E4,PUBLIC STREET NAMES
674,CRESTON,WAY,,CRESTON WAY,593F2,PRIVATE STREET NAMES
10616,ZELDINS,WAY,,ZELDINS WAY,591G1,PRIVATE ROADWAY NAMES
190,TEMESCAL CANYON,ROAD,,TEMESCAL CANYON ROAD,631A4,PRIVATE STREET NAMES
8332,CALLE DE MADRID,,,CALLE DE MADRID,630G2,PUBLIC STREET NAMES
7230,DON RODOLFO,PL,,DON RODOLFO PLACE,673C3,PUBLIC STREET NAMES
6795,EUBANK,AVE,,EUBANK AVENUE,794F4,PUBLIC STREET NAMES
5154,LAWRENCE,ST,,LAWRENCE STREET,634G7,PUBLIC STREET NAMES
3064,ROSELIN,PL,,ROSELIN PLACE,594E4,PUBLIC STREET NAMES
3525,PISA,PL,,PISA PLACE,823H5,PUBLIC STREET NAMES
7181,DRESDEN,PL,,DRESDEN PLACE,481C7,PUBLIC STREET NAMES
552,HAYNES,ST,,HAYNES STREET,530G6,PRIVATE STREET NAMES
3207,RIDGEVIEW,AVE,,RIDGEVIEW AVENUE,564J7,PUBLIC STREET NAMES
2817,SATICOY,ST,SOUTH,SATICOY STREET SOUTH,532E4,PUBLIC STREET NAMES
3519,PLAINVIEW,AVE,,PLAINVIEW AVENUE,503H2,PUBLIC STREET NAMES
1698,WARMOUTH,ST,,WARMOUTH STREET,853G1,PUBLIC STREET NAMES
8055,CHAFFEE,ST,,CHAFFEE STREET,504C4,PUBLIC STREET NAMES
3546,PILGRIMAGE,TR,,PILGRIMAGE TRAIL,593E2,PUBLIC STREET NAMES
2743,SEPTO,ST,,SEPTO STREET,501D5,PUBLIC STREET NAMES
5114,LELIA,LANE,,LELIA LANE,592B4,PUBLIC STREET NAMES
9582,FOXBORO,LANE,,FOXBORO LANE,529E4,PUBLIC STREET NAMES
1614,WESTCOVE,DR,,WESTCOVE DRIVE,631E3,PUBLIC STREET NAMES
5271,LANDALE,ST,,LANDALE STREET,563A4,PUBLIC STREET NAMES
1763,VISTA DEL MONTE,AVE,,VISTA DEL MONTE AVENUE,562A3,PUBLIC STREET NAMES
10617,HORSE HAVEN,ST,,HORSE HAVEN STREET,503B7,PUBLIC STREET NAMES
4784,MAESTRO,AVE,,MAESTRO AVENUE,529F3,PUBLIC STREET NAMES
1193,11TH,ST,,11TH STREET,824C6,PUBLIC STREET NAMES
1509,WILLIAMS,PL,,WILLIAMS PLACE,635F1,PUBLIC STREET NAMES
1850,VIA DOLCE,,,VIA DOLCE,671J7,PUBLIC STREET NAMES
7278,DONA ISABEL,DR,,DONA ISABEL DRIVE,592J1,PUBLIC STREET NAMES
7925,CITY VIEW,AVE,,CITY VIEW AVENUE,635A3,PUBLIC STREET NAMES
10348,255TH,ST,,255TH STREET,794B4,PRIVATE STREET NAMES
6761,EZRA,ST,,EZRA STREET,635C5,PUBLIC STREET NAMES
2045,TUPELO,LANE,,TUPELO LANE,592A3,PUBLIC STREET NAMES
8648,BOMBAY,AVE,,BOMBAY AVENUE,794E3,PUBLIC STREET NAMES
10786,GOLDEN STATE,ROAD,,GOLDEN STATE ROAD,481E3,PUBLIC STREET NAMES
5790,HONOLULU,AVE,,HONOLULU AVENUE,504C7,PUBLIC STREET NAMES
9972,SUNGLOW,WAY,,SUNGLOW WAY,503C7,PUBLIC STREET NAMES
9104,ATWOOD,PL,,ATWOOD PLACE,635C3,PUBLIC STREET NAMES
3803,OUTLAND VIEW,DR,,OUTLAND VIEW DRIVE,533B1,PUBLIC STREET NAMES
5208,LA SOMBRA,DR,,LA SOMBRA DRIVE,563D7,PUBLIC STREET NAMES
3281,REEVESBURY,DR,,REEVESBURY DRIVE,592B3,PUBLIC STREET NAMES
10964,BUZZ,CT,,BUZZ COURT,594D3,LIMITED ACCESS AREA NAMES
8640,BOND,ST,,BOND STREET,634C5,PUBLIC STREET NAMES
89,WEST,WAY,,WEST WAY,702F5,PRIVATE STREET NAMES
9978,SHERINGHAM,LANE,,SHERINGHAM LANE,591G3,PRIVATE STREET NAMES
,,,,,,
3248,REVERE,AVE,,REVERE AVENUE,564D1,PUBLIC STREET NAMES
1575,WESTWIND,ST,,WESTWIND STREET,NA,PEDESTRIAN MALL NAMES
8894,BECKFORD,AVE,,BECKFORD AVENUE,500G1,PUBLIC STREET NAMES
9794,METROPOLITAN,PZ,,METROPOLITAN PLAZA,633B2,PRIVATE STREET NAMES
9185,ARGYLE,AVE,,ARGYLE AVENUE,593F3,PUBLIC STREET NAMES
4388,MILBANK,ST,,MILBANK STREET,562E4,PUBLIC STREET NAMES
1586,WEST POINT,PL,,WEST POINT PLACE,595A5,PUBLIC STREET NAMES
6606,FLOWER,DR,,FLOWER DRIVE,674B2,PUBLIC STREET NAMES
4163,MYOSOTIS,ST,,MYOSOTIS STREET,595D1,PUBLIC STREET NAMES
333,PASEO DE SANTA YNEZ,,,PASEO DE SANTA YNEZ,630F1,PRIVATE STREET NAMES
1000,84TH,ST,,84TH STREET,704E2,PUBLIC STREET NAMES
7561,CURWOOD,PL,,CURWOOD PLACE,592C3,PUBLIC STREET NAMES
1159,19TH,ST,,19TH STREET,824C7,PUBLIC STREET NAMES
2103,TRASK,AVE,,TRASK AVENUE,702B3,PUBLIC STREET NAMES
7626,CRESTMOORE,PL,,CRESTMOORE PLACE,594G2,PUBLIC STREET NAMES
3372,QUINTON,LANE,,QUINTON LANE,504B5,PUBLIC STREET NAMES
10121,OAK VIEW,CT,,OAK VIEW COURT,561D4,PRIVATE STREET NAMES
9533,ABBOTT,PL,,ABBOTT PLACE,595B2,PUBLIC STREET NAMES
7110,DUXBURY,PL,,DUXBURY PLACE,632G6,PUBLIC STREET NAMES
7669,COWPER,AVE,,COWPER AVENUE,529E3,PUBLIC STREET NAMES
5889,HILLCREST,DR,,HILLCREST DRIVE,592E4,PUBLIC STREET NAMES
10758,ISAMAR,CT,,ISAMAR COURT,501J6,PRIVATE ROADWAY NAMES
1171,17TH,PL,,17TH PLACE,634A5,PUBLIC STREET NAMES
4767,MAIDSTONE,PL,,MAIDSTONE PLACE,793J2,PUBLIC STREET NAMES
5061,LIGHTHOUSE,ST,,LIGHTHOUSE STREET,NA,PEDESTRIAN MALL NAMES
7930,CIRRUS,WAY,,CIRRUS WAY,529F5,PUBLIC STREET NAMES
10447,CAMPUS CENTER,DR,,CAMPUS CENTER DRIVE,672F7,PRIVATE STREET NAMES
1617,WEST CHANNEL,ROAD,,WEST CHANNEL ROAD,631C7,PUBLIC STREET NAMES
4451,MENDON,PL,,MENDON PLACE,500D3,PUBLIC STREET NAMES
4489,MECCA,AVE,,MECCA AVENUE,560J2,PUBLIC STREET NAMES
10408,VIA SANTA MARTA,,,VIA SANTA MARTA,482F2,PRIVATE ROADWAY NAMES
7424,DELLVALE,PL,,DELLVALE PLACE,561E6,PUBLIC STREET NAMES
8946,BARTO,DR,,BARTO DRIVE,481C4,PUBLIC STREET NAMES
6771,EXCELSIOR,ST,,EXCELSIOR STREET,481F3,PUBLIC STREET NAMES
482,LATROBE,ST,,LATROBE STREET,595C5,PRIVATE STREET NAMES
8270,CANTALOUPE,AVE,,CANTALOUPE AVENUE,532B1,PUBLIC STREET NAMES
2717,SHADOW ISLAND,DR,,SHADOW ISLAND DRIVE,503C5,PUBLIC STREET NAMES
3968,OAK HILL,AVE,,OAK HILL AVENUE,595D6,PUBLIC STREET NAMES
4619,"MARTIN LUTHER KING, JR",BLVD,,"MARTIN LUTHER KING, JR BOULEVARD",674A2,PUBLIC STREET NAMES
5148,LEAGUE,ST,,LEAGUE STREET,532E2,PUBLIC STREET NAMES
8304,CAMERON,LANE,,CAMERON LANE,634D5,PUBLIC STREET NAMES
9115,ATHENS,BLVD,,ATHENS BOULEVARD,734B1,PUBLIC STREET NAMES
6574,FORUM,LANE,,FORUM LANE,NA,PUBLIC STREET NAMES
8057,CHADWICK,CIR,,CHADWICK CIRCLE,595E7,PUBLIC STREET NAMES
9889,DEVONPORT,LANE,,DEVONPORT LANE,560G6,PRIVATE STREET NAMES
9449,ALBION,ST,,ALBION STREET,634J1,PUBLIC STREET NAMES
5996,HAZEL KIRK,DR,,HAZEL KIRK DRIVE,594B3,PUBLIC STREET NAMES
2834,SAN VICENTE,BLVD,,SAN VICENTE BOULEVARD,633E4,PUBLIC STREET NAMES
9418,ALGODON,CT,,ALGODON COURT,593A2,PUBLIC STREET NAMES
3332,RANGE,ROAD,,RANGE ROAD,564J7,PUBLIC STREET NAMES
10517,TERRAFINA,ST,,TERRAFINA STREET,480J6,PRIVATE STREET NAMES
10702,LETICIA,PL,,LETICIA PLACE,531G4,PRIVATE STREET NAMES
5676,INWOOD,WALK,,INWOOD WALK,562C6,PUBLIC STREET NAMES
319,PECAN,ST,,PECAN STREET,634J5,PRIVATE STREET NAMES
9181,ARIZONA,AVE,,ARIZONA AVENUE,672G7,PUBLIC STREET NAMES
7971,CHESAPEAKE,AVE,,CHESAPEAKE AVENUE,633D7,PUBLIC STREET NAMES
777,BENEDICT,ST,,BENEDICT STREET,NA,PRIVATE STREET NAMES
8480,BROOKLAKE,ST,,BROOKLAKE STREET,672A3,PUBLIC STREET NAMES
174,UPPER KRESS,ST,,UPPER KRESS STREET,592J3,PRIVATE STREET NAMES
10998,PASEO DEL CIELO,,,PASEO DEL CIELO,500D2,PRIVATE ROADWAY NAMES
8770,BEVERLY,PL,,BEVERLY PLACE,632J1,PUBLIC STREET NAMES
4014,NORTHVALE,ROAD,,NORTHVALE ROAD,632E6,PUBLIC STREET NAMES
10716,HOYT,LANE,,HOYT LANE,482G7,PRIVATE ROADWAY NAMES
2142,TOPEKA,DR,,TOPEKA DRIVE,500G2,PUBLIC STREET NAMES
4066,NIMES,PL,,NIMES PLACE,592B6,PUBLIC STREET NAMES
98,WATER,ST,,WATER STREET,824F1,PRIVATE STREET NAMES
6892,ELVIRA,ROAD,,ELVIRA ROAD,560A3,PUBLIC STREET NAMES
180,TROY,DR,,TROY DRIVE,24A5,PRIVATE STREET NAMES
8783,BERWYN,LANE,,BERWYN LANE,NA,PUBLIC STREET NAMES
4253,MOONSTONE,DR,,MOONSTONE DRIVE,595C7,PUBLIC STREET NAMES
8200,CARMEN,PL,,CARMEN PLACE,593F3,PUBLIC STREET NAMES
10870,OLIVE,LANE,,OLIVE LANE,481H2,PRIVATE ROADWAY NAMES
5438,KIMBALL,ST,,KIMBALL STREET,595E7,PUBLIC STREET NAMES
772,BERKELEY,SQ,,BERKELEY SQUARE,NA,PRIVATE STREET NAMES
6927,ELMGROVE,ST,,ELMGROVE STREET,594H6,PUBLIC STREET NAMES
10942,JACOB,LANE,,JACOB  LANE,482C3,PRIVATE ROADWAY NAMES
10531,MOUNTAIN VIEW,PL,,MOUNTAIN VIEW PLACE,482D1,PRIVATE ROADWAY NAMES
3374,QUINTA,ROAD,,QUINTA ROAD,559J4,PUBLIC STREET NAMES
9488,ADOBE,ST,,ADOBE STREET,634G2,PUBLIC STREET NAMES
9733,TERRACE,PL,,TERRACE PLACE,630J6,UNOFFICIAL PRIVATE STREET NAMES
6530,FRONT,ST,,FRONT STREET,595G7,PUBLIC STREET NAMES
5060,LIGHTHOUSE,ST,,LIGHTHOUSE STREET,701J1,PUBLIC STREET NAMES
10494,DELANTE,WAY,,DELANTE WAY,481A6,PRIVATE STREET NAMES
4272,MONTE VISTA,WALK,,MONTE VISTA WALK,595E4,PUBLIC STREET NAMES
3730,PALOMAR,DR,,PALOMAR DRIVE,560G4,PUBLIC STREET NAMES
4399,MIDFIELD,AVE,,MIDFIELD AVENUE,703A1,PUBLIC STREET NAMES
5063,LIGGETT,ST,,LIGGETT STREET,502A6,PUBLIC STREET NAMES
2378,SUNLAND,WAY,,SUNLAND WAY,503D4,PUBLIC STREET NAMES
3901,OLDEN,ST,,OLDEN STREET,481F3,PUBLIC STREET NAMES
5877,HILLHURST,AVE,,HILLHURST AVENUE,594A2,PUBLIC STREET NAMES
3159,ROBIDOUX,ST,,ROBIDOUX STREET,794G5,PUBLIC STREET NAMES
10046,DEAN,CIR,,DEAN CIRCLE,591F4,PRIVATE ROADWAY NAMES
4452,MENDOCINO,CT,,MENDOCINO COURT,564H6,PUBLIC STREET NAMES
6985,ELDORA,PL,,ELDORA PLACE,503G2,PUBLIC STREET NAMES
3624,PAUMA VALLEY,DR,,PAUMA VALLEY DRIVE,500F1,PUBLIC STREET NAMES
4419,MESMER,AVE,,MESMER AVENUE,672F5,PUBLIC STREET NAMES
5691,INGLIS,WALK,,INGLIS WALK,594H2,PUBLIC STREET NAMES
10138,DOVER,DR,,DOVER DRIVE,500G7,PRIVATE ROADWAY NAMES
9520,ACALA,AVE,,ACALA AVENUE,502A1,PUBLIC STREET NAMES
9844,STORM,PKWY,,STORM PARKWAY,794A1,PUBLIC STREET NAMES
10516,BELLANDO,CT,,BELLANDO COURT,481A6,PRIVATE STREET NAMES
444,MACFARLANE,LANE,,MACFARLANE LANE,559H3,PRIVATE STREET NAMES
8490,BRONSON HILL,DR,,BRONSON HILL DRIVE,593G2,PUBLIC STREET NAMES
1318,ZELZAH,AVE,,ZELZAH AVENUE,480J6,PUBLIC STREET NAMES
679,CORSAUT,PL,,CORSAUT PLACE,561D4,PRIVATE STREET NAMES
10940,RUNNYMEDE,ST,,RUNNYMEDE STREET,529G4,PRIVATE STREET NAMES
1689,WASHINGTON,BLVD,,WASHINGTON BOULEVARD,675B2,PUBLIC STREET NAMES
9425,ALEXANDRIA,PL,,ALEXANDRIA PLACE,593J7,PUBLIC STREET NAMES
8635,BONITA,TER,,BONITA TERRACE,593D4,PUBLIC STREET NAMES
3702,PARK,PL,,PARK PLACE,671G5,PUBLIC STREET NAMES
3857,ORANGE,PL,,ORANGE PLACE,673B2,PUBLIC STREET NAMES
1964,VALLEY GLOW,DR,,VALLEY GLOW DRIVE,503B4,PUBLIC STREET NAMES
7907,CLARK,ST,,CLARK STREET,592H5,PUBLIC STREET NAMES
5812,HOLLYWOOD,FRWY,,HOLLYWOOD FREEWAY,502E7,PUBLIC STREET NAMES
2926,SALISBURY,ROAD,,SALISBURY ROAD,529D5,PUBLIC STREET NAMES
10913,PASEO DEL TRANQUILO,,,PASEO DEL TRANQUILO,481J5,LIMITED ACCESS AREA NAMES
8606,BOWFIN,AVE,,BOWFIN AVENUE,823H7,PUBLIC STREET NAMES
3163,ROBERTA,ST,,ROBERTA STREET,595C6,PUBLIC STREET NAMES
3453,PREBLE,AVE,,PREBLE AVENUE,794H6,PUBLIC STREET NAMES
4666,MARIONDALE,AVE,,MARIONDALE AVENUE,595F7,PUBLIC STREET NAMES
2297,TAHOE,DR,,TAHOE DRIVE,563F7,PUBLIC STREET NAMES
2146,TOOMEY,PL,,TOOMEY PLACE,794A2,PUBLIC STREET NAMES
9298,AMORET,DR,,AMORET DRIVE,504A5,PUBLIC STREET NAMES
3906,OLAF,PL,,OLAF PLACE,481B5,PUBLIC STREET NAMES
3751,PALI,AVE,,PALI AVENUE,504C5,PUBLIC STREET NAMES
5957,HENRY FORD,AVE,,HENRY FORD AVENUE,794H6,PUBLIC STREET NAMES
349,PASEO DE LA LORA,,,PASEO DE LA LORA,630F2,PRIVATE STREET NAMES
6226,GRAND PRE,BLVD,NORTH,GRAND PRE BOULEVARD NORTH,NA,PUBLIC STREET NAMES
9638,CAMINO VEGA,,,CAMINO VEGA,794A6,UNOFFICIAL PRIVATE STREET NAMES
1653,WEEPAH,WAY,,WEEPAH WAY,593A3,PUBLIC STREET NAMES
7609,CROFT,AVE,,CROFT AVENUE,593A4,PUBLIC STREET NAMES
8160,CASHMERE,ST,,CASHMERE STREET,631J1,PUBLIC STREET NAMES
9864,SIERRA PASS,PL,,SIERRA PASS PLACE,499J2,PRIVATE STREET NAMES
6198,GREENCRAIG,ROAD,,GREENCRAIG ROAD,631F2,PUBLIC STREET NAMES
10028,ROCK HAMPTON,DR,,ROCK HAMPTON DRIVE,560J5,PRIVATE STREET NAMES
3154,ROBLAR,PL,,ROBLAR PLACE,562A5,PUBLIC STREET NAMES
814,ALTA MESA,DR,,ALTA MESA DRIVE,562F6,PRIVATE STREET NAMES
3881,OLIVOS,DR,,OLIVOS DRIVE,560G4,PUBLIC STREET NAMES
9452,ALBERTA,DR,,ALBERTA DRIVE,672E6,PUBLIC STREET NAMES
2553,SONOMA,WAY,,SONOMA WAY,480F6,PUBLIC STREET NAMES
788,BALTAR,ST,,BALTAR STREET,531C2,PRIVATE STREET NAMES
2862,SAN PEDRO,ST,,SAN PEDRO STREET,NA,PUBLIC STREET NAMES
9308,AMETHYST,CT,,AMETHYST COURT,595C7,PUBLIC STREET NAMES
10904,RELAX,LANE,,RELAX LANE,502F1,LIMITED ACCESS AREA NAMES
6774,EVERS,AVE,,EVERS AVENUE,704F4,PUBLIC STREET NAMES
7372,DE ROJA,AVE,,DE ROJA AVENUE,560A2,PUBLIC STREET NAMES
5207,LAS PALMAS,AVE,,LAS PALMAS AVENUE,593E3,PUBLIC STREET NAMES
8125,CATALON,AVE,,CATALON AVENUE,560C3,PUBLIC STREET NAMES
8486,BROOKDALE,LANE,,BROOKDALE LANE,592H1,PUBLIC STREET NAMES
9093,AURORA,ST,,AURORA STREET,634J1,PUBLIC STREET NAMES
4524,MCKENZIE,AVE,,MCKENZIE AVENUE,595D6,PUBLIC STREET NAMES
4610,MARY ELLEN,AVE,,MARY ELLEN AVENUE,532D2,PUBLIC STREET NAMES
2876,SANLO,PL,,SANLO PLACE,560D3,PUBLIC STREET NAMES
1356,YEAGER,PL,,YEAGER PLACE,593D3,PUBLIC STREET NAMES
6882,EMERALD,DR,,EMERALD DRIVE,634E3,PUBLIC STREET NAMES
10044,KYLE,CT,,KYLE COURT,529G4,PRIVATE STREET NAMES
5348,LA CASTANA,DR,,LA CASTANA DRIVE,593B1,PUBLIC STREET NAMES
1829,VICKSBURG,AVE,,VICKSBURG AVENUE,702G2,PUBLIC STREET NAMES
5297,LAKE VIEW,TER,EAST,LAKE VIEW TERRACE EAST,594D3,PUBLIC STREET NAMES
185,TOLUCA ESTATES,DR,,TOLUCA ESTATES DRIVE,563B5,PRIVATE STREET NAMES
9860,ABBEY,ROAD,,ABBEY ROAD,531A7,PUBLIC STREET NAMES
9130,ASHFORD,ST,,ASHFORD STREET,631E3,PUBLIC STREET NAMES
9463,ALANDA,PL,,ALANDA PLACE,592G3,PUBLIC STREET NAMES
3079,ROSANNA,ST,,ROSANNA STREET,594F3,PUBLIC STREET NAMES
10296,SILVER OAKS,DR,,SILVER OAKS DRIVE,481E2,PUBLIC STREET NAMES
3682,PARK VIEW,ST,,PARK VIEW STREET,634C1,PUBLIC STREET NAMES
7011,EL ATAJO,ST,,EL ATAJO STREET,594J3,PUBLIC STREET NAMES
7696,COSTELLO,AVE,,COSTELLO AVENUE,502A7,PUBLIC STREET NAMES
1526,WILDE,ST,,WILDE STREET,634G5,PUBLIC STREET NAMES
8124,CATALONIA,AVE,,CATALONIA AVENUE,630G5,PUBLIC STREET NAMES
5915,HIGHLANDER,ROAD,,HIGHLANDER ROAD,529D5,PUBLIC STREET NAMES
9874,MAYAN,DR,,MAYAN DRIVE,500A1,PRIVATE STREET NAMES
8225,CARIBETH,DR,,CARIBETH DRIVE,561E7,PUBLIC STREET NAMES
2197,THRASHER,AVE,,THRASHER AVENUE,592H4,PUBLIC STREET NAMES
4068,NIGHTINGALE,DR,,NIGHTINGALE DRIVE,592H4,PUBLIC STREET NAMES
2394,SUMTER,DR,,SUMTER DRIVE,595D2,PUBLIC STREET NAMES
6281,GOMERES,ROAD,,GOMERES ROAD,559G3,PUBLIC STREET NAMES
2904,SANDAL,LANE,,SANDAL LANE,592A4,PUBLIC STREET NAMES
6922,ELMORAN,ST,,ELMORAN STREET,594F4,PUBLIC STREET NAMES
9293,AMPARA,LANE,,AMPARA LANE,NA,PUBLIC STREET NAMES
2590,SINGING HILLS,DR,,SINGING HILLS DRIVE,500F1,PUBLIC STREET NAMES
1936,VAN GOGH,ST,,VAN GOGH STREET,401C4,PUBLIC STREET NAMES
8026,CHARL,LANE,,CHARL LANE,735E7,PUBLIC STREET NAMES
4792,MADDEN,AVE,,MADDEN AVENUE,673F6,PUBLIC STREET NAMES
4831,LULLABY,LANE,,LULLABY LANE,532A1,PUBLIC STREET NAMES
1743,VOYAGE,ST,,VOYAGE STREET,701J2,PUBLIC STREET NAMES
5240,LARISSA,DR,,LARISSA DRIVE,594C6,PUBLIC STREET NAMES
,,,,,,
4508,MCQUEEN,ST,,MCQUEEN STREET,481F2,PUBLIC STREET NAMES
945,118TH,ST,,118TH STREET,704F7,PUBLIC STREET NAMES
156,VIA CREMA,,,VIA CREMA,533D2,PRIVATE STREET NAMES
10809,PASEO AZUL,,,PASEO AZUL,500D1,PRIVATE ROADWAY NAMES
4252,MOONSTONE,WALK,,MOONSTONE WALK,595C7,PUBLIC STREET NAMES
1678,WATSON,AVE,,WATSON AVENUE,794G4,PUBLIC STREET NAMES
3019,ROXTON,AVE,,ROXTON AVENUE,673G2,PUBLIC STREET NAMES
8385,CABALLO,ROAD,,CABALLO ROAD,566J6,PUBLIC STREET NAMES
4480,MEDLEY,DR,,MEDLEY DRIVE,561A5,PUBLIC STREET NAMES
9805,ELMTREE,ROAD,,ELMTREE ROAD,500H3,PRIVATE STREET NAMES
